Serial_No,car_name,car_price,car_driven,fuel_type,tranmiion,ownerhip,manufacture,engine,seat
1777,Mahindra KUV 100 NXT D75 K8 Dual Tone,4.5,"35,000",Dieel,Manual,2nd Owner,2017,1582,5
1778,koda Rapid 1.6 MPI Elegance,4.3,"70,000",Petrol,Manual,2nd Owner,2014,998,5
1779,Hyundai Verna CRDi 1.6 X,8.8,"90,000",Dieel,Manual,2nd Owner,2018,1197,5
1780,Maruti Celerio X ZXI BIV,4.25,"35,000",Petrol,Manual,1t Owner,2018,1197,5
1781,Hyundai Grand i10 1.2 Kappa portz BIV,5.25,"19,400",Petrol,Manual,1t Owner,2018,1197,5
1782,Hyundai i20 1.2 portz,3.05,"80,000",Petrol,Manual,2nd Owner,2012,1353,5
1783,Hyundai Grand i10 Magna,4.5,"30,900",Petrol,Manual,1t Owner,2015,2199,7
1784,Kia elto GTX Plu DCT,17.5,"30,000",Petrol,Automatic,1t Owner,2021,1591,5
1785,Hyundai anta Fe 4x4 AT,13,"77,000",Dieel,Automatic,1t Owner,2013,1591,5
1786,Hyundai Creta 1.6 X,13.5,"36,000",Petrol,Manual,1t Owner,2018,1498,5
1787,Hyundai Creta 1.6 X Automatic,14.5,"19,000",Petrol,Automatic,1t Owner,2019,1395,5
1788,Ford Ecoport 1.5 Dieel Titanium Plu BIV,8.25,"70,000",Dieel,Manual,1t Owner,2017,1984,5
1789,koda Octavia Ambition 1.4 TI MT,12,"85,000",Petrol,Manual,1t Owner,2014,1968,5
1790,Audi A4 2.0 TFI,15,"23,000",Petrol,Automatic,1t Owner,2010,2982,7
1791,koda Octavia Elegance 2.0 TDI AT,16,"75,000",Dieel,Automatic,1t Owner,2015,1798,5
1792,Toyota Fortuner 4x4 AT,19.5,"85,000",Dieel,Automatic,1t Owner,2013,2494,5
1793,Toyota Corolla Alti 1.8 J,7.75,"50,000",Petrol,Manual,1t Owner,2012,2982,7
1794,Toyota Camry Hybrid,23,"50,000",Electric,Automatic,1t Owner,2015,1969,7
1795,Toyota Fortuner 4x4 AT,25.5,"60,000",Dieel,Automatic,1t Owner,2016,1984,5
1796,Volvo XC 90 D5 Incription,65,"60,000",Dieel,Automatic,1t Owner,2018,2400,5
1797,Volvo 60 D4 UMMUM,22,"36,000",Dieel,Automatic,1t Owner,2015,2698,5
1798,Volvo XC60 D5 Incription,24,"1,20,000 ",Dieel,Automatic,1t Owner,2015,1968,5
1799,Audi A6 2.7 TDI,13,"70,000",Dieel,Automatic,1t Owner,2010,1998,4
1800,Audi Q3 2.0 TDI WCI,16,"94,000",Dieel,Automatic,2nd Owner,2013,2967,7
1801,Mini 3 DOOR Cooper ,37.5,"9,000",Petrol,Automatic,1t Owner,2018,2967,7
1802,Audi Q7 3.0 TDI quattro,23,"1,35,000 ",Dieel,Automatic,1t Owner,2013,1995,5
1803,Audi Q7 45 TDI Quattro Premium Plu,58,"70,000",Dieel,Automatic,1t Owner,2018,1995,5
1804,BMW 3 erie 320d,15,"39,000",Dieel,Automatic,1t Owner,2011,1995,5
1805,BMW 3 erie 320d,16,"50,000",Dieel,Automatic,1t Owner,2012,2993,5
1806,BMW 3 erie 320d port,45,"8,000",Dieel,Automatic,1t Owner,2020,2925,5
1807,BMW X3 xDrive30d M port,40,"50,000",Dieel,Automatic,1t Owner,2016,1995,5
1808,Mercede-Benz -Cla  350 d,1.30 Crore,"14,000",Dieel,Automatic,1t Owner,2020,1199,5
1809,BMW 5 erie 520d Luxury Line,46,"40,000",Dieel,Automatic,1t Owner,2018,1498,5
1810,Volkwagen Polo Dieel Comfortline 1.2L,3.75,"1,96,000 ",Dieel,Manual,2nd Owner,2013,1497,5
1811,Volkwagen Vento 1.5 TDI Highline Plu AT,8.5,"95,000",Dieel,Automatic,1t Owner,2018,1796,5
1812,Tata Nexon 1.5 Revotorq XM,7.5,"48,632",Dieel,Manual,1t Owner,2018,1498,5
1813,Mercede-Benz C-Cla 200 K AT,8,"90,000",Petrol,Automatic,2nd Owner,2008,2143,5
1814,Volkwagen Vento 1.5 TDI Highline Plu AT,8.5,"95,000",Dieel,Automatic,1t Owner,2018,1950,5
1815,Mercede-Benz C-Cla C 220 CDI Avantgarde,39,"55,000",Dieel,Automatic,1t Owner,2018,2143,5
1816,Mercede-Benz E-Cla Excluive E 220d,47,"18,000",Dieel,Automatic,1t Owner,2017,1496,5
1817,Mercede-Benz GLC 220d 4MATIC port,50,"29,000",Dieel,Automatic,1t Owner,2018,2993,5
1818,Toyota Yari J CVT,11,"5,000",Petrol,Automatic,1t Owner,2020,1197,5
1819,BMW 7 erie 730Ld DPE ignature,70,"25,000",Dieel,Automatic,1t Owner,2017,814,5
1820,Hyundai i10 Ata,3.25,"41,000",Petrol,Manual,2nd Owner,2011,999,5
1821,Hyundai EON Era,2.5,"63,463",Petrol,Manual,1t Owner,2013,796,5
1822,Renault Kiger RXT Turbo CVT,8.99,"20,000",Petrol,Automatic,1t Owner,2021,1197,5
1823,Maruti Alto 800 LXI Anniverary Edition,2.67,"69,852",Petrol,Manual,1t Owner,2014,998,5
1824,Hyundai Grand i10 Magna AT,5.25,"29,584",Petrol,Automatic,1t Owner,2016,999,7
1825,Maruti Wagon R VXI B IV,3.95,"27,514",Petrol,Manual,1t Owner,2014,1197,5
1826,Renault Triber RXZ BIV,6.9,"30,339",Petrol,Manual,1t Owner,2019,998,5
1827,Maruti Baleno Alpha CVT,8.5,"39,386",Petrol,Automatic,1t Owner,2019,1086,5
1828,Maruti Wagon R VXI B IV,3,"64,671",Petrol,Manual,1t Owner,2012,1248,5
1829,Hyundai antro portz BIV,4.9,"30,670",Petrol,Manual,1t Owner,2019,1197,5
1830,Maruti wift VDI,6.7,"46,086",Dieel,Manual,1t Owner,2018,998,5
1831,Maruti Baleno 1.2 Delta,5.5,"70,346",Petrol,Manual,1t Owner,2015,1198,5
1832,Maruti Wagon R VXI,1.5,"50,000",Petrol,Manual,1t Owner,2005,998,5
1833,Honda Amaze  i-Vtech,4,"80,000",Petrol,Manual,1t Owner,2015,998,5
1834,Maruti Wagon R AMT VXI Option,4.49,"58,365",Petrol,Automatic,1t Owner,2016,1197,5
1835,Maruti Wagon R VXI Plu,4.99,"12,000",Petrol,Manual,1t Owner,2017,1197,5
1836,Hyundai i20 Magna,2.9,"58,182",Petrol,Manual,1t Owner,2009,1248,5
1837,Hyundai Grand i10 Magna,3.25,"3,25,000 ",Petrol,Manual,1t Owner,2013,1956,5
1838,Fiat Punto 1.3 Active,2.7,"1,27,152 ",Dieel,Manual,1t Owner,2014,1248,5
1839,Jeep Compa 2.0 Limited,12.2,"98,492",Dieel,Manual,1t Owner,2018,1968,5
1840,Maruti wift Dzire AG ZDI Plu,7.75,"23,000",Dieel,Automatic,1t Owner,2018,2755,7
1841,Audi A3 35 TDI Premium Plu,20.75,"45,000",Dieel,Automatic,1t Owner,2017,3198,7
1842,Toyota Innova Cryta 2.8 ZX AT BIV,24.9,"63,001",Dieel,Automatic,1t Owner,2019,1462,6
1843,Ford Endeavour 3.2 Trend AT 4X4,20.5,"72,000",Dieel,Automatic,1t Owner,2016,2755,7
1844,Maruti XL6 Zeta,11.45,"26,000",Petrol,Manual,1t Owner,2020,2393,7
1845,Toyota Innova Cryta 2.8 GX AT BIV,20.75,"46,000",Dieel,Automatic,2nd Owner,2019,998,5
1846,Toyota Innova Cryta 2.4 VX MT,19.5,"1,40,000 ",Dieel,Manual,1t Owner,2018,1248,5
1847,Hyundai Venue X Plu Turbo DCT,10.6,"3,500",Petrol,Automatic,1t Owner,2021,1969,7
1848,Maruti Ciaz ZDi HV,5.4,"1,20,000 ",Dieel,Manual,1t Owner,2015,1498,5
1849,Volvo XC 90 D5 Incription,65,"39,000",Dieel,Automatic,1t Owner,2018,998,5
1850,Volkwagen Vento 1.5 TDI Highline AT,9.5,"79,100",Dieel,Automatic,1t Owner,2017,1462,6
1851,Maruti Zen Etilo LXI B IV,1.75,"60,000",Petrol,Manual,2nd Owner,2009,1497,5
1852,Maruti XL6 Alpha,10,"30,000",Petrol,Manual,1t Owner,2022,1598,5
1853,Tata Altroz XZ Dieel,8.25,"46,000",Dieel,Manual,1t Owner,2020,1199,5
1854,Volkwagen Vento 1.6 Comfortline,8.6,"65,232",Petrol,Manual,1t Owner,2018,1493,7
1855,Volkwagen Polo Dieel Comfortline 1.2L,2.7,"1,06,865 ",Dieel,Manual,1t Owner,2010,2609,7
1856,Mahindra TUV 300 T8 AMT,8,"49,900",Dieel,Automatic,1t Owner,2016,1498,5
1857,Mahindra corpio LX 2.6 Turbo 7 tr,2.65,"1,00,000 ",Dieel,Manual,3rd Owner,2007,1086,5
1858,Ford Apire 1.5 TDCi Titanium Plu,5.25,"1,10,000 ",Dieel,Manual,1t Owner,2015,1462,5
1859,Hyundai antro Magna Corp Edition AMT,5.76,"9,000",Petrol,Automatic,1t Owner,2020,3198,7
1860,Maruti X4  Cro Alpha,9.45,"15,000",Petrol,Manual,1t Owner,2020,1248,5
1861,Ford Endeavour Titanium Plu 4X4,32.5,"45,000",Dieel,Automatic,1t Owner,2019,1497,7
1862,Maruti wift VDI,4.5,"1,00,000 ",Dieel,Manual,2nd Owner,2013,1396,5
1863,Honda BR-V i-VTEC V CVT,8.15,"80,000",Petrol,Automatic,2nd Owner,2017,998,5
1864,Hyundai i20 portz 1.4 CRDi,5.32,"80,000",Dieel,Manual,1t Owner,2015,1497,5
1865,Hyundai i20 Ata Turbo DCT DT,11.25,"11,000",Petrol,Automatic,1t Owner,2021,1396,5
1866,Honda City i VTEC CVT VX,7.25,"50,000",Petrol,Automatic,2nd Owner,2015,1197,5
1867,Hyundai i20 Ata 1.4 CRDi,5.75,"90,000",Dieel,Manual,1t Owner,2015,1498,5
1868,Hyundai Grand i10 1.2 Kappa Ata,5,"90,000",Petrol,Manual,1t Owner,2018,1591,5
1869,koda Rapid 1.5 TDI AT tyle BIV,9.75,"93,500",Dieel,Automatic,1t Owner,2019,998,5
1870,Hyundai Creta 1.6 VTVT AT X Plu,9.99,"32,000",Petrol,Automatic,2nd Owner,2017,936,5
1871,Maruti Wagon R VXI B IV,3.4,"60,000",Petrol,Manual,1t Owner,2014,1498,5
1872,Chevrolet Beat Dieel L,2.15,"70,000",Dieel,Manual,2nd Owner,2015,1984,4
1873,Honda City ZX CVT,8.6,"70,000",Petrol,Automatic,2nd Owner,2017,1799,5
1874,Volkwagen Beetle 2.0,15.25,"18,999",Petrol,Automatic,2nd Owner,2010,1248,5
1875,Honda Civic 1.8 V AT,3.5,"1,10,000 ",Petrol,Automatic,2nd Owner,2007,1197,5
1876,Maruti wift Dzire VDi,3.15,"1,45,000 ",Dieel,Manual,2nd Owner,2011,1461,5
1877,Hyundai i10 Magna 1.2 iTech E,1.9,"60,000",Petrol,Manual,1t Owner,2008,998,5
1878,Renault Pule RxL Optional,2.5,"50,000",Dieel,Manual,1t Owner,2012,1197,5
1879,Maruti Wagon R VXI B IV,3.3,"70,000",Petrol,Manual,2nd Owner,2015,2999,7
1880,Hyundai i20 Active 1.2 ,5.9,"48,000",Petrol,Manual,1t Owner,2015,1186,5
1881,Iuzu MU 7 4x2 B III,8,"80,000",Dieel,Manual,3rd Owner,2014,1582,5
1882,Hyundai Aura  Dieel,7.75,"40,000",Dieel,Manual,1t Owner,2020,1248,5
1883,Hyundai Verna 1.6 CRDi X,7,"50,000",Dieel,Manual,1t Owner,2015,1995,5
1884,Fiat Punto Pure 1.3L Advanced Multi-Jet,2,"1,58,763 ",Dieel,Manual,1t Owner,2012,2179,7
1885,BMW 3 erie 320d Luxury Line,31.5,"35,000",Dieel,Automatic,1t Owner,2017,2179,7
1886,Tata afari torme LX,3.1,"90,000",Dieel,Manual,2nd Owner,2012,1497,5
1887,Mahindra XUV500 W8 AWD,7.5,"1,20,000 ",Dieel,Manual,3rd Owner,2013,2179,7
1888,Honda City i VTEC V,5.5,"60,000",Petrol,Manual,2nd Owner,2015,1497,5
1889,Mahindra XUV500 W8 2WD,9,"70,000",Dieel,Manual,1t Owner,2015,1598,5
1890,Honda City E,4.25,"97,320",Petrol,Manual,1t Owner,2012,1199,5
1891,Volkwagen Vento Dieel Highline,4.9,"1,18,393 ",Dieel,Manual,1t Owner,2014,1368,5
1892,Honda Jazz ZX,8.9,"24,774",Petrol,Manual,1t Owner,2021,999,5
1893,Fiat Linea Emotion,1.7,"50,000",Petrol,Manual,1t Owner,2010,1968,5
1894,Renault KWID Climber 1.0 AMT,4.9,"13,800",Petrol,Automatic,1t Owner,2020,1198,5
1895,koda Yeti Ambition 4X2,4,"1,47,000 ",Dieel,Manual,2nd Owner,2011,998,5
1896,Honda Amaze X i-VTEC,4.8,"50,000",Petrol,Manual,3rd Owner,2016,1498,7
1897,Hyundai EON 1.0 Era Plu,3.2,"50,000",Petrol,Manual,2nd Owner,2017,2494,8
1898,Honda BR-V i-DTEC  MT,8.5,"30,000",Dieel,Manual,1t Owner,2018,1498,5
1899,Toyota Innova 2.5 VX (Dieel) 8 eater B IV,14.9,"56,001",Dieel,Manual,1t Owner,2014,1798,5
1900,Honda City i DTec V,7.25,"60,000",Dieel,Manual,1t Owner,2016,998,5
1901,Toyota Corolla Alti VL AT,10.39,"32,976",Petrol,Automatic,2nd Owner,2016,1198,5
1902,Maruti Wagon R VXI B IV,3.54,"6,830",Petrol,Manual,1t Owner,2014,814,5
1903,Nian Micra Active XV ,3.28,"76,018",Petrol,Manual,1t Owner,2016,1591,5
1904,Hyundai EON Magna Plu,2.7,"65,841",Petrol,Manual,1t Owner,2016,2179,7
1905,Hyundai Creta 1.6 VTVT E Plu,7.99,"29,943",Petrol,Manual,2nd Owner,2017,993,5
1906,Tata New afari DICOR 2.2 EX 4x2,5.01,"35,383",Dieel,Manual,1t Owner,2014,1798,5
1907,Maruti Zen VXI BII,"95,000","90,000",Petrol,Manual,3rd Owner,2004,1199,5
1908,koda uperb Elegance 1.8 TI AT,4.75,"50,000",Petrol,Automatic,2nd Owner,2012,998,5
1909,Chevrolet Beat L,1.34,"63,723",Petrol,Manual,1t Owner,2010,1197,5
1910,Maruti Wagon R LXI CNG,3.4,"75,270",Cng,Manual,1t Owner,2016,1368,5
1911,Hyundai i20 1.2 Ata,2.64,"80,502",Petrol,Manual,3rd Owner,2011,1198,5
1912,Fiat Linea 1.4 Emotion,2.24,"39,520",Petrol,Manual,1t Owner,2013,1198,5
1913,Volkwagen Polo Petrol Highline 1.2L,2.95,"60,000",Petrol,Manual,1t Owner,2011,1498,5
1914,Volkwagen Polo Petrol Highline 1.2L,2.65,"79,000",Petrol,Manual,1t Owner,2010,2179,7
1915,Volkwagen CroPolo 1.5 TDI,4.85,"66,000",Dieel,Manual,1t Owner,2015,2967,5
1916,Mahindra XUV500 W8 2WD,4.63,"1,16,509 ",Dieel,Manual,2nd Owner,2012,2894,4
1917,Audi A6 3.0 TDI Quattro Technology,10.85,"76,398",Dieel,Automatic,2nd Owner,2012,1197,5
1918,Audi R5 Coupe,35,"55,000",Petrol,Automatic,2nd Owner,2011,2179,5
1919,Hyundai i20 portz 1.2,4.47,"61,000",Petrol,Manual,1t Owner,2014,1248,5
1920,Land Rover Freelander 2 E,18.5,"80,000",Dieel,Automatic,2nd Owner,2014,1197,5
1921,Maruti Ciaz VDi Plu HV,6.04,"64,803",Dieel,Manual,1t Owner,2016,1197,5
1922,Hyundai i20 1.2 portz,2.52,"34,453",Petrol,Manual,1t Owner,2010,1497,5
1923,Maruti wift Dzire AMT VXI,5.75,"17,348",Petrol,Automatic,2nd Owner,2017,1498,5
1924,Tata Nexon 1.5 Revotorq XM,6,"1,02,732 ",Dieel,Manual,1t Owner,2018,1248,5
1925,Nian unny XL CVT,4,"90,592",Petrol,Automatic,1t Owner,2013,1198,5
1926,Maruti Baleno Alpha Dieel,7.5,"80,000",Dieel,Manual,1t Owner,2018,2354,5
1927,Honda Amaze VX i-Vtech,4.7,"19,062",Petrol,Manual,1t Owner,2015,2360,5
1928,Honda CR-V 2.4L 4WD AT,10.75,"65,000",Petrol,Automatic,1t Owner,2015,1199,5
1929,Mitubihi Outlander 2.4,5.25,"45,000",Petrol,Automatic,1t Owner,2011,2987,5
1930,Volkwagen Polo Dieel Highline 1.2L,3.98,"83,634",Dieel,Manual,1t Owner,2013,1493,7
1931,Mercede-Benz M-Cla ML 350 4Matic,20.5,"1,03,000 ",Dieel,Automatic,2nd Owner,2013,1498,7
1932,Mahindra TUV 300 T8 AMT,5.99,"42,032",Dieel,Automatic,2nd Owner,2016,2143,5
1933,Honda Mobilio  i-DTEC,4.36,"89,653",Dieel,Manual,3rd Owner,2014,2987,7
1934,Mercede-Benz GLC 220d 4MATIC port,45,"57,000",Dieel,Automatic,1t Owner,2018,1995,5
1935,Mercede-Benz GL-Cla 350 CDI Blue Efficiency,32.75,"80,000",Dieel,Automatic,1t Owner,2014,1968,5
1936,BMW X1 Drive 20D xLine,9.5,"82,000",Dieel,Automatic,3rd Owner,2013,2487,5
1937,Audi A4 2.0 TDI,12.25,"50,000",Dieel,Automatic,1t Owner,2013,1498,5
1938,Toyota Camry Hybrid 2.5,18.75,"98,000",Petrol,Automatic,1t Owner,2018,1794,5
1939,Volkwagen Polo 1.5 TDI Comfortline,3.93,"71,033",Dieel,Manual,2nd Owner,2014,2179,7
1940,Toyota Corolla Alti 1.8 VL AT,3.25,"95,000",Petrol,Automatic,3rd Owner,2009,1968,5
1941,Mahindra XUV500 W10 AWD,12,"68,000",Dieel,Manual,2nd Owner,2018,1248,5
1942,Audi A6 2.0 TDI Premium Plu,12.75,"98,000",Dieel,Automatic,2nd Owner,2013,1497,5
1943,Maruti wift Vdi BIII,1.99,"92,860",Dieel,Manual,1t Owner,2008,1896,5
1944,Honda City E,3,"77,132",Petrol,Manual,1t Owner,2012,0,5
1945,koda New Laura L and K AT,1.35,"1,18,971 ",Dieel,Automatic,2nd Owner,2008,1598,5
1946,MG Z EV Excluive,21.85,"28,000",Electric,Automatic,1t Owner,2021,1968,5
1947,Volkwagen Vento Petrol Highline AT,2.73,"71,760",Petrol,Automatic,1t Owner,2010,1248,5
1948,koda Octavia Elegance 2.0 TDI AT,9.13,"84,612",Dieel,Automatic,1t Owner,2014,998,5
1949,Maruti Ciaz VDI HV,5.93,"1,24,183 ",Dieel,Manual,1t Owner,2017,2993,5
1950,Maruti Wagon R LXI CNG,3.41,"47,756",Cng,Manual,1t Owner,2016,1591,5
1951,BMW X5 xDrive 30d M port,52,"65,000",Dieel,Automatic,1t Owner,2017,1591,5
1952,Hyundai Verna 1.6 X VTVT,3.75,"37,125",Petrol,Manual,1t Owner,2011,1497,5
1953,Hyundai Verna 1.6 X VTVT,3.52,"87,013",Petrol,Manual,3rd Owner,2013,1598,5
1954,Honda City 1.5  MT,2.71,"1,49,232 ",Petrol,Manual,1t Owner,2010,1364,5
1955,Volkwagen Vento Petrol Highline,2.54,"82,145",Petrol,Manual,3rd Owner,2012,1461,5
1956,Toyota Etio Liva GD,2.82,"75,805",Dieel,Manual,1t Owner,2011,1298,5
1957,Renault Duter 110P Dieel RxL,5.75,"73,000",Dieel,Manual,1t Owner,2015,1197,5
1958,Maruti wift Dzire VXi,1.9,"91,717",Petrol,Manual,2nd Owner,2009,998,5
1959,Maruti wift VXI,3.17,"61,828",Petrol,Manual,1t Owner,2013,1373,7
1960,Maruti Wagon R LXI B IV,2.38,"98,554",Petrol,Manual,1t Owner,2012,2993,5
1961,Maruti Ertiga ZXI,4.62,"1,12,696 ",Petrol,Manual,2nd Owner,2013,1498,5
1962,BMW 7 erie 730Ld,24.18,"9,329",Dieel,Automatic,1t Owner,2013,1248,5
1963,koda Rapid 1.5 TDI tyle BIV,6.66,"64,419",Dieel,Manual,1t Owner,2017,1197,5
1964,Maruti wift Dzire VDI,5.63,"91,892",Dieel,Manual,1t Owner,2016,1197,5
1965,Hyundai i20 Ata 1.2,4.79,"50,827",Petrol,Manual,2nd Owner,2015,995,5
1966,Maruti Baleno 1.2 Alpha,5.53,"69,167",Petrol,Manual,1t Owner,2015,1493,5
1967,Chevrolet park 1.0 LT,"99,205","84,489",Petrol,Manual,3rd Owner,2011,998,5
1968,Kia elto HTE D,11.82,"35,343",Dieel,Manual,1t Owner,2021,0,5
1969,Maruti Wagon R VXI B IV,2.36,"1,00,527 ",Petrol,Manual,1t Owner,2012,799,5
1970,Tata Nexon EV Prime XZ Plu,3.67,"54,239",Electric,Automatic,1t Owner,2020,1373,7
1971,Renault KWID RXT Optional,3.13,"26,457",Petrol,Manual,3rd Owner,2018,1061,5
1972,Maruti Ertiga VXI CNG,4.86,"67,231",Cng,Manual,1t Owner,2014,998,5
1973,Maruti Wagon R LXI Minor Duo LPG,1.21,"74,228",Lpg,Manual,1t Owner,2008,1197,5
1974,Maruti Celerio VXI CNG Optional BIV,4.51,"55,362",Cng,Manual,1t Owner,2017,999,5
1975,Hyundai i10 Magna AT,1.79,"80,896",Petrol,Automatic,3rd Owner,2010,1493,5
1976,koda lavia 1.0 TI Ambition,12.7,"2,263",Petrol,Manual,1t Owner,2022,1462,5
1977,Hyundai Creta X Dieel,17.5,"25,000",Dieel,Manual,1t Owner,2021,2494,8
1978,Maruti Vitara Brezza ZXI Plu,10.08,"14,572",Petrol,Manual,1t Owner,2021,1498,7
1979,Toyota Innova 2.5 G4 Dieel 8-eater,5.66,"91,865",Dieel,Manual,1t Owner,2011,1197,5
1980,Honda Mobilio  i-DTEC,5.95,"77,000",Dieel,Manual,1t Owner,2015,5000,4
1981,Hyundai Grand i10 Magna,3.95,"36,109",Petrol,Manual,1t Owner,2014,2755,7
1982,Jaguar XJ 5.0 L V8 upercharged,29.75,"72,000",Petrol,Automatic,2nd Owner,2012,2499,7
1983,Toyota Fortuner 2.8 2WD AT,30,"73,500",Dieel,Automatic,1t Owner,2018,1497,5
1984,Chevrolet Tavera Neo 3 L 7 C BIII,5.96,"2,12,171 ",Dieel,Manual,1t Owner,2015,2755,7
1985,Honda City i VTEC VX Option,7.12,"73,079",Petrol,Manual,1t Owner,2016,1373,5
1986,Toyota Innova Cryta 2.8 GX AT BIV,15.46,"47,791",Dieel,Automatic,1t Owner,2017,1086,5
1987,Maruti Ciaz ZXi,4.9,"89,982",Petrol,Manual,2nd Owner,2015,1198,5
1988,Hyundai antro Xing GL,1.13,"1,00,694 ",Petrol,Manual,3rd Owner,2008,1197,5
1989,Volkwagen Polo Petrol Comfortline 1.2L,3.03,"42,788",Petrol,Manual,2nd Owner,2013,1248,5
1990,Maruti wift VXI,2.76,"53,127",Petrol,Manual,2nd Owner,2012,2982,7
1991,Maruti wift Dzire Ldi BIV,2.57,"47,832",Dieel,Manual,2nd Owner,2010,1193,5
1992,Toyota Fortuner 3.0 Dieel,8.79,"1,19,570 ",Dieel,Manual,2nd Owner,2010,998,5
1993,Tata Zet Revotron 1.2 XT,3.23,"13,251",Petrol,Manual,1t Owner,2015,1499,5
1994,Hyundai Verna X Opt Turbo,14.32,"10,514",Petrol,Automatic,1t Owner,2021,624,4
1995,Ford Ecoport 1.5 Ti VCT MT Trend,4.44,"58,613",Petrol,Manual,1t Owner,2013,1598,5
1996,Tata Nano Lx,"54,613","46,883",Petrol,Manual,2nd Owner,2010,1399,8
1997,Volkwagen Polo Petrol Highline 1.6L,3.25,"56,000",Petrol,Manual,2nd Owner,2011,1197,5
1998,Chevrolet Enjoy Petrol L 8 eater,3,"2,10,000 ",Petrol,Manual,1t Owner,2014,1197,5
1999,Hyundai i10 portz 1.2 AT,2.49,"1,03,000 ",Petrol,Automatic,2nd Owner,2010,1598,5
2000,Hyundai i20 1.2 portz,3.45,"86,000",Petrol,Manual,1t Owner,2012,1598,5
2001,Volkwagen Vento Petrol Highline,2.99,"76,000",Petrol,Manual,1t Owner,2011,998,5
2002,Volkwagen Vento Petrol Highline AT,3.25,"76,000",Petrol,Automatic,2nd Owner,2011,1995,5
2003,Maruti Wagon R LXI CNG Optional,4,"40,000",Cng,Manual,3rd Owner,2017,1591,5
2004,Hyundai Tucon 2.0 e-VGT 2WD AT GL,17.5,"50,000",Dieel,Automatic,1t Owner,2018,2179,7
2005,Hyundai Verna VTVT 1.6 AT X Option,10.3,"20,000",Petrol,Automatic,1t Owner,2018,1197,5
2006,Mahindra XUV500 W8 FWD,6.69,"74,000",Dieel,Manual,1t Owner,2012,1061,5
2007,Hyundai i10 Magna,1.2,"1,20,000 ",Petrol,Manual,3rd Owner,2008,1498,5
2008,Maruti Etilo LXI,1.05,"70,000",Petrol,Manual,2nd Owner,2009,1799,5
2009,Honda City i DTEC V,6.5,"87,000",Dieel,Manual,2nd Owner,2015,1798,5
2010,Honda Civic 1.8  MT,1.4,"1,10,000 ",Petrol,Manual,3rd Owner,2007,1199,7
2011,koda uperb tyle 1.8 TI AT,16.5,"61,000",Petrol,Automatic,1t Owner,2017,2523,5
2012,Volkwagen Polo 1.2 MPI Highline,5.8,"21,300",Petrol,Manual,1t Owner,2016,1462,5
2013,Mahindra Bolero ZLX BIII,5.2,"1,10,000 ",Dieel,Manual,3rd Owner,2015,1199,5
2014,Toyota Urban cruier High AT,12.15,"11,400",Petrol,Automatic,1t Owner,2022,1582,5
2015,Honda WR-V Excluive Petrol,7,"30,000",Petrol,Manual,1t Owner,2018,1497,5
2016,Hyundai Elantra CRDi X,5.5,"1,20,000 ",Dieel,Manual,3rd Owner,2014,1798,5
2017,Honda City i VTEC VX,5,"98,000",Petrol,Manual,1t Owner,2014,1586,5
2018,koda uperb 1.8 TI MT,3.55,"50,000",Petrol,Manual,1t Owner,2010,1197,6
2019,Maruti X4 Zxi BIII,1.5,"1,00,000 ",Petrol,Manual,2nd Owner,2007,2835,5
2020,Maruti wift Dzire VXI,4.5,"73,000",Petrol,Manual,1t Owner,2013,1493,5
2021,Mitubihi Pajero 2.8 L,5.5,"90,786",Dieel,Manual,2nd Owner,2007,796,5
2022,Hyundai Venue X Dieel,10.48,"14,801",Dieel,Manual,1t Owner,2020,998,5
2023,Maruti Alto LXi,1.1,"70,000",Petrol,Manual,3rd Owner,2008,1461,5
2024,Maruti Wagon R VXI B IV,3.5,"40,000",Petrol,Manual,4th Owner,2017,1248,5
2025,Nian unny Dieel XV,3.5,"1,20,000 ",Dieel,Manual,1t Owner,2014,1248,5
2026,Tata Zet Quadrajet 1.3 XT,4.5,"77,000",Dieel,Manual,1t Owner,2016,796,5
2027,Maruti Vitara Brezza VDi Option,7.5,"90,000",Dieel,Manual,1t Owner,2017,1493,7
2028,Maruti Alto LXi BIII,1.7,"1,00,000 ",Petrol,Manual,2nd Owner,2008,2179,5
2029,Hyundai Verna CRDi,2,"1,75,000 ",Dieel,Manual,3rd Owner,2010,1493,5
2030,Mahindra XUV500 W10 AWD,9.21,"1,55,000 ",Dieel,Manual,2nd Owner,2015,1197,5
2031,Hyundai Verna CRDi X AB,1.5,"1,70,000 ",Dieel,Manual,2nd Owner,2007,1086,5
2032,Hyundai i20 1.2 Ata,3,"70,000",Petrol,Manual,3rd Owner,2010,1193,5
2033,Hyundai i10 Era LPG,2.35,"25,000",Lpg,Manual,1t Owner,2012,999,5
2034,Tata Indica GL,1.25,"72,000",Petrol,Manual,2nd Owner,2008,1248,5
2035,Renault Kiger RXZ AMT DT,9,"8,500",Petrol,Automatic,1t Owner,2021,1248,5
2036,Chevrolet ail Hatchback 1.3 TCDi,2.6,"1,20,000 ",Dieel,Manual,1t Owner,2014,1498,5
2037,Fiat Punto 1.3 Emotion,3,"1,00,000 ",Dieel,Manual,2nd Owner,2014,1396,5
2038,Honda City ZX CVT,15,"10,000",Petrol,Automatic,1t Owner,2021,1798,5
2039,Hyundai i20 Ata 1.4 CRDi,4.15,"70,000",Dieel,Manual,2nd Owner,2013,1197,5
